"Board Code","License Type Code","Licensee Name","Rank Code","Modifier Code","Mailing Name","Mailing Street Address","Mailing Address Line 2","Mailing Address Line 3","Mailing City","Mailing State Code","Mailing Zip Code","Primary Phone Number","Mailing County Code","Business Name","Filler","Location Street Address","Location Address Line 2","Location Address Line 3","Location City","Location State Code","Location Zip Code","Location County Code","Location County","Secondary Phone Number","District","Region","License Number","Primary Status Code","Secondary Status Code","License Expiry Date","Last Inspection Date","Number of Seats or Rental Units","Base Risk Level","Secondary Risk Level"
"200","2010","HILTON INC","SEAT","","HILTON INC","PO BOX 18049","","","PANAMA CITY BEACH","FL","32417","","13","VIEW","","11127 W FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32407","13","Bay","850-234-1111","6","07","SEA1304052","20","20","06/01/2026","04/23/2025","74","Risk Level 2",""
"200","2010","HOLIDAY GOLF & RACQUET CLUB IN","SEAT","","","12907 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32407","","13","HOLIDAY GOLF & RACQUET CLUB","","100 FAIRWAY CLUB","","","PANAMA CITY BEACH","FL","32407","13","Bay","2341800","6","07","SEA1304695","20","20","06/01/2026","04/21/2025","88","Risk Level 1",""
"200","2010","I OPAL INC","SEAT","","","5121 GULF DRIVE","","","PANAMA CITY BEACH","FL","32408","850-235-3555","13","SCHOONERS","","5121 GULF DR","","","PANAMA CITY BEACH","FL","32408","13","Bay","(850)235-3555","6","08","SEA1302323","20","20","06/01/2026","05/20/2025","349","Risk Level 2",""
"200","2010","MALOY ENTERPRISES OF N FLA","SEAT","","","14660 FRONT BEACH RD","","","PANAMA CITY BCH","FL","32413","2336982","13","HOMEMADE ICE CREAM SHOPPE","","14660 FRONT BEACH RD","","","PANAMA CITY BCH","FL","32413","13","Bay","2336982","6","07","SEA1304613","45","20","06/01/2025","05/09/2025","10","Risk Level 1",""
"200","2010","MINTONE UNLIMITED INC","NOST","","","2239 MCCORMICK RD","","","SOUTHPORT","FL","32409","","13","LITTLE CAESARS PIZZA","","8017 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32407","13","Bay","","6","07","NOS1304646","45","20","06/01/2025","02/14/2025","0","Risk Level 1",""
"200","2010","MIRACLE STRIP - SHIPWRECK ISLAND CORP","NOST","","M S SHIPWRECK ISLAND ","PO BOX 2000","","","PANAMA CITY","FL","324022000","","13","SHIPWRECK PIZZA","","12201 HUTCHINSON BLVD","","","PANAMA CITY BCH","FL","324073403","13","Bay","","6","07","NOS1302182","45","20","06/01/2025","11/19/2024","0","Risk Level 1",""
"200","2010","PANAMA FOODS INC","SEAT","","","1326 E LUMSDEN RD","","","BRANDON","FL","33511","(850)747-0447","39","HUNGRY HOWIES PIZZA & SUBS#261","","306 S TYNDALL PKWY","","","PANAMA CITY","FL","32404","13","Bay","(850)747-0447","6","16","SEA1304241","20","20","06/01/2026","11/19/2024","45","Risk Level 1",""
"200","2010","PANAMA FOODS INC","SEAT","","PANAMA FOODS INC ","1326 LUMSDEN RD","","","BRANDON","FL","33511","","13","HUNGRY HOWIES","","607 E 23 ST","","","PANAMA CITY","FL","324055325","13","Bay","(850)747-9464","6","08","SEA1304114","20","20","06/01/2026","11/19/2024","24","Risk Level 1",""
"200","2010","PATRONIS BROTHERS INC","SEAT","","","5551 N LAGOON DR","","","PANAMA CITY BCH","FL","324087915","(850)234-2225","13","CAPTAIN ANDERSON'S","","5551 N LAGOON DR","","","PANAMA CITY BCH","FL","324087915","13","Bay","(850)234-2225","6","08","SEA1300179","20","20","06/01/2026","06/17/2025","1065","Risk Level 2",""
"200","2010","PJ ENTERPRISES INC","SEAT","","","740 E. PINEFOREST DR","","","LYNN HAVEN","FL","32444","850-571-5139","13","TACO BELL","","2005 S HWY 77","","","LYNN HAVEN","FL","32444","13","Bay","850-271-5877","6","09","SEA1304561","20","20","06/01/2026","04/01/2025","62","Risk Level 2",""
"200","2010","PO HAVEN INC","SEAT","","Peter Sostheim","PO BOX 1080","","","PANAMA CITY","FL","32402-1080","850-763-0501","13","PO FOLKS","","400 OHIO AVE","","","LYNN HAVEN","FL","32444","13","Bay","2770909","6","09","SEA1304894","20","20","06/01/2026","05/06/2025","150","Risk Level 2",""
"200","2010","PULLEN BARBARA & TOM R","SEAT","","BARBARA & TOM PULLEN","8210 GRAND PALM BLVD","","","PANAMA CITY BEACH","FL","32408","850.236.7006","13","MAGIC ICE CREAM DIPP N DOTS #1","","10025 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32407","13","Bay","850.236.7006","6","07","SEA1304595","20","20","06/01/2026","01/31/2025","39","Risk Level 1",""
"200","2010","RDB MANAGEMENT INC","SEAT","","","8208 THOMAS DR","","","PANAMA CITY BEACH","FL","32408","","13","CAPTAIN JACK'S SEAFOOD BUFFET","","8208 THOMAS DR","","","PANAMA CITY BEACH","FL","32408","13","Bay","2368555","6","08","SEA1304735","20","20","06/01/2026","05/29/2025","240","Risk Level 2",""
"200","2010","RESORT HOSPITALITY ENT LTC","SEAT","","RESORT HOSPITALITY ENT LTC","9400 S THOMAS DR","","","PANAMA CITY","FL","32408","","13","BOARDWALK BEACH HOTEL AND CONVENTION CENTER","","9600 S THOMAS DR","","","PANAMA CITY BEACH","FL","32408","13","Bay","2343484","6","08","SEA1304609","20","20","06/01/2026","04/23/2025","160","Risk Level 1",""
"200","2010","RESORT HOSPITALITY ENT LTD","SEAT","","BOARDWALK BEACH RESORT","9400 S THOMAS DR","","","PANAMA CITY BEACH","FL","32408","","13","BOARDWALK BEACH HOTEL AND CONVENTION CENTER","","9400 S THOMAS DR","","","PANAMA CITY BEACH","FL","32408","13","Bay","(850)234-6511","6","08","SEA1300759","20","20","06/01/2026","04/23/2025","450","Risk Level 2",""
"200","2010","SHREE RAMKABIR INC","SEAT","","","435 N TYNDALL PKWY","","","PANAMA CITY","FL","32404","7697400","13","DAYS INN & SUITES FS","","435 N TYNDALL PKWY","","","PANAMA CITY","FL","32404","13","Bay","7697400","6","16","SEA1304961","20","20","06/01/2026","11/19/2024","15","Risk Level 1",""
"200","2010","SIGNALL HILL GOLF COURSE INC","SEAT","","SIGNAL HILL GOLF COURSE INC ","PO BOX 9552","","","PANAMA CITY","FL","324179552","","13","SIGNAL HILL GOLF COURSE","","9615 THOMAS DR","","","PANAMA CITY BCH","FL","324083810","13","Bay","(850)234-5051","6","08","SEA1304297","20","20","06/01/2026","01/30/2025","43","Risk Level 2",""
"200","2010","SUNNY'S TROPICAL GOLF INC","SEAT","","SUNNY'S TROPICAL GOLF INC ","PO BOX 18537","","","PANAMA CITY BEACH","FL","324178537","","13","SUNNYSIDE GRILL","","21828 FRONT BEACH RD","","","SUNNYSIDE","FL","324133320","13","Bay","(850)233-0729","6","07","SEA1303813","20","20","06/01/2026","04/02/2025","45","Risk Level 2",""
"200","2010","T & P ENTERPRISES OF BAY CO","SEAT","","","20016 FRONT BCH RD","","","PANAMA CITY BCH","FL","32413","2342502","13","BETHANY FOOD SERVICE","","20016 FRONT BCH RD","","","PANAMA CITY BCH","FL","32413","13","Bay","2342502","6","07","SEA1304665","20","20","06/01/2026","05/20/2025","240","Risk Level 2",""
"200","2010","T&P ENTERPRISES OF BAY CO INC","SEAT","","LAGUNA BCH CHRISTIAN RETREAT ","20016 FRONT BEACH RD","","","PANAMA CITY BCH","FL","32413","","13","GULFSIDE FOOD SERVICE","","20225 W FRONT BEACH RD","","","PANAMA CITY BCH","FL","32413","13","Bay","(850)234-2502","6","07","SEA1304504","20","20","06/01/2026","05/20/2025","250","Risk Level 2",""
"200","2010","T&P ENTERPRISES OF BAY COUNTY","SEAT","","","20016 FRONT BEACH RD.","","","PANAMA CITY BEACH","FL","324134429","(850)234-2502","13","LAGUNA GRILL","","20012 E FRONT BEACH RD","","","PANAMA CITY BEACH","FL","324134429","13","Bay","(850)234-2502","6","07","SEA1304130","20","20","06/01/2026","11/19/2024","20","Risk Level 1",""
"200","2010","THOMAS G MICHAEL","SEAT","","","17554 FRONT BEACH RD","","","PANAMA CITY","FL","32413","","13","THOMAS DONUT & SNACK SHOP","","19208 FRONT BEACH RD","","","PANAMA CITY","FL","32413","13","Bay","850-234-8039","6","07","SEA1300227","20","20","06/01/2026","04/14/2025","100","Risk Level 2",""
"200","2010","THOMAS GEORGE MICHAEL","SEAT","","THOMAS, GEORGE M","17554 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32413","","13","MIKE'S CAFE AND OYSTER BAR","","17554 FRONT BEACH RD","","","PANAMA CITY BCH","FL","324132050","13","Bay","850-234-1942","6","07","SEA1302920","20","20","06/01/2026","04/17/2025","185","Risk Level 2",""
"200","2010","VITTLES TA GO INC","SEAT","","","P O BOX 1080","","","PANAMA CITY","FL","32402-1080","","13","PO FOLKS","","339 N TYNDALL PKWY","","","PANAMA CITY","FL","32404","13","Bay","850 763 8275","6","16","SEA1304048","20","20","06/01/2026","04/16/2025","100","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","","5986 FINANCIAL DR","","","NORCROSS","GA","30071","770 729 5796","710","WAFFLE HOUSE #1204","","10327 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32407","13","Bay","850 236 0081","6","07","SEA1304564","20","20","06/01/2026","05/08/2025","40","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","ATT TAX DEPT   WAFFLE HOUSE INC #1491","5986 FINANCIAL DRIVE","","","NORCROSS","GA","30091","770-729-5712","710","WAFFLE HOUSE 1491","","7000 THOMAS DRIVE","","","PANAMA CITY BEACH","FL","32408","13","Bay","850-230-4892","6","08","SEA1304919","20","20","06/01/2026","05/06/2025","40","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","ATTN TAX DEPT WAFFLE HOUSE #1045","5986  FINANCIAL DRIVE","","","NORCROSS","GA","30071","770-729-5712","710","WAFFLE HOUSE INC #1045","","11128 FRONT BEACH ROAD","","","PANAMA CITY BEACH","FL","32407","13","Bay","850-230-6750","6","07","SEA1304357","20","20","06/01/2026","05/21/2025","40","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","ATTN: TAX DEPT  WAFFLE HOUSE #68","5986  FINANCIAL DRIVE","","","NORCROSS","GA","30071","770-729-5712","710","WAFFLE HOUSE #68","","631 W15TH STREET","","","PANAMA CITY","FL","32401","13","Bay","850-785-9078","6","08","SEA1304905","20","20","06/01/2026","04/29/2025","40","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","TAX DEPT","5986 P.O. BOX 450","","","NORCROSS","GA","30071","","710","WAFFLE HOUSE #1092","","17110 BACK BEACH ROAD","","","PANAMA CITY BEACH","FL","32413","13","Bay","850-233-0046","6","07","SEA1304428","20","20","06/01/2026","02/11/2025","43","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","TAX DEPT","PO BOX 6450","","","NORCROSS","GA","30091","770.729.5700","710","WAFFLE HOUSE #1247","","306 NORTH TYNDALL PKWY.","","","CALLAWAY","FL","32404","13","Bay","850-763-6734","6","16","SEA1304610","20","20","06/01/2026","02/25/2025","40","Risk Level 2",""
"200","2010","WAFFLE HOUSE INC","SEAT","","TAX DEPT","PO BOX 6450","","","NORCROSS","GA","30091","770.729.5700","710","WAFFLE HOUSE #988","","1901 NORTH COVE BLVD.","","","PANAMA CITY","FL","32405","13","Bay","850-913-0554","6","08","SEA1304289","20","20","06/01/2026","05/12/2025","43","Risk Level 2",""
"200","2010","WALKER ALVINA","SEAT","","WALKER SUBWAY INC 12164","P O BOX 177","","","LYNN HAVEN","FL","32444","","13","WALKER SUBWAY #12164","","3700 W 23RD STREET","","","PANAMA CITY","FL","32405","13","Bay","(850)769-4401","6","08","SEA1304077","20","20","06/01/2026","11/21/2024","22","Risk Level 1",""
"200","2010","WM SU INC","SEAT","","BAYOU BILL'S CRAB HOUSE","23100 FRONT BEACH RD","","","PANAMA CITY BEACH","FL","32413","","13","BAYOU BILLS CRAB HOUSE P C BCH","","23100 FRONT BCH RD","","","PANAMA CITY BEACH","FL","32413","13","Bay","2351010","6","07","SEA1304802","20","20","06/01/2026","04/18/2025","332","Risk Level 2",""
"200","2010","C&T ENTERPRISE OF BLOUNTSTOWN","SEAT","","HUNGRY HOWIES ","17391 NE 11TH STREET","","","BLOUNTSTOWN","FL","32424","8506437750","17","HUNGRY HOWIES","","19838 SR 20","","","BLOUNTSTOWN","FL","324241806","17","Calhoun","(850)674-3838","6","09","SEA1700083","20","20","06/01/2026","11/19/2024","31","Risk Level 1",""
"200","2010","MARTIN CHAD P","SEAT","","","19390 W SR 20","","","BLOUNTSTOWN","FL","32424","6747777","17","LINDYS FRIED CHICKEN","","19390 W SR 20","","","BLOUNTSTOWN","FL","32424","17","Calhoun","6747777","6","09","SEA1700112","45","20","06/01/2025","06/09/2025","27","Risk Level 2",""
"200","2010","9TH FOODS INC","SEAT","","","2790 CREIGHTON RD","","","PENSACOLA","FL","32504","(850)494-2600","27","HUNGRY HOWIES PIZZA & SUBS 283","","2790 CREIGHTON RD","","","PENSACOLA","FL","32504","27","Escambia","(850)494-2600","6","03","SEA2705252","20","20","06/01/2026","11/19/2024","24","Risk Level 1",""
"200","2010","AMBERSON SCOTT & KRISTIN","SEAT","","PEGLEG PETE'S INC","1010 FT PICKENS RD","","","PENSACOLA BEACH","FL","32561","","27","PEG LEG PETE'S UNDERWHERE BAR","","1010 FT PICKENS RD","","","PENSACOLA BEACH","FL","32561","27","Escambia","850 232 4999","6","15","SEA2704019","20","20","06/01/2026","04/12/2025","210","Risk Level 2",""
"200","2010","APALACHICOLA SEA GR & STEAK IN","SEAT","","JEROME HALL ","100 MARKET ST","","","APALACHICOLA","FL","32320","","29","OLD TIME SODA FOUNTAIN","","93 MARKET ST","","","APALACHICOLA","FL","323201752","29","Franklin","(850)653-2000","6","16","SEA2900537","20","20","06/01/2026","12/18/2024","21","Risk Level 1",""
"200","2010","BLUE PARROT OCEANFRONT CAFE IN","SEAT","","","68 W GORRIE","","","ST GEORGE ISLAND","FL","32328","(850)927-2987","29","BLUE PARROT OCEANFRONT CAFE","","68 W GORRIE","","","ST GEORGE ISLAND","FL","32328","29","Franklin","(850)927-2987","6","16","SEA2900207","20","20","06/01/2026","05/21/2025","190","Risk Level 2",""
"200","2010","BLUE WATER OF PENSACOLA INC","SEAT","","","1620 AIRPORT BLVD STE100A","","","PENSACOLA","FL","32504","4712228","27","JERSEY MIKE'S","","1620 AIRPORT BLVD STE100A","","","PENSACOLA","FL","32504","27","Escambia","4712228","6","03","SEA2705572","20","20","06/01/2026","11/19/2024","28","Risk Level 1",""
"200","2010","CALYPSO AN ISLAND GRILL INC","SEAT","","CALYPSO ","600 E GREGORY ST","","","PENSACOLA","FL","32501","","27","CRAB'S","","6 CASINO BEACH BLVD","","","GULF BREEZE","FL","32561","27","Escambia","9320700","6","15","SEA2705708","20","20","06/01/2026","05/15/2025","452","Risk Level 2",""
"200","2010","COACH-N-FOUR STK HSE PNSCLA IN","SEAT","","","7445 PINE FOREST RD","","","PENSACOLA","FL","32526-8816","850-944-1600","27","COACH-N-FOUR STEAK HOUSE","","7445 PINE FOREST RD","","","PENSACOLA","FL","32526-8816","27","Escambia","850-944-1600","6","18","SEA2701563","45","20","06/01/2025","02/26/2025","150","Risk Level 2",""
"200","2010","CORDOVA LANES INC","SEAT","","","2111 AIRPORT BLVD","","","PENSACOLA","FL","325048917","(850)477-2300","27","CORDOVA LANES SNK BAR","","2111 AIRPORT BLVD","","","PENSACOLA","FL","325048917","27","Escambia","(850)477-2300","6","03","SEA2701501","20","20","06/01/2026","02/26/2025","24","Risk Level 2",""
"200","2010","CRACKER BARREL OLD COUNTRY STORE INC","SEAT","","Legal Dept. ","307 HARTMANN DR","","","LEBANON","TN","37087","6154445533","743","CRACKER BARREL #201","","8050 LAVELLE WAY","","","PENSACOLA","FL","32526","27","Escambia","850 944 2090","6","18","SEA2705149","20","20","06/01/2026","02/20/2025","176","Risk Level 2",""
"200","2010","CRICKET OF NORTHWEST FLA INC","SEAT","","","500 N HWY 29 #A","","","CANTONMENT","FL","32533","850-968-1056","27","PORKY'S PIZZA","","500 N HWY 29 #A","","","CANTONMENT","FL","32533","27","Escambia","850-968-1056","6","18","SEA2705307","20","20","06/01/2026","01/29/2025","28","Risk Level 2",""
"200","2010","CYPRESS LAKES GOLF CLUB INC","SEAT","","","2365 OLD CHEMSTRAND RD","","","CANTONMENT","FL","32533","","27","CYPRESS LAKES GOLF CLUB","","2365 OLD CHEMSTRAND RD","","","CANTONMENT","FL","32533","27","Escambia","850-937-3820","6","18","SEA2705453","20","20","06/01/2026","06/16/2025","20","Risk Level 1",""
"200","2010","DHARMA BLUE INC","SEAT","","","300 S ALCANEZ","","","PENSACOLA","FL","325016013","(850)433-1275","27","DHARMA BLUE","","300 S ALCANEZ","","","PENSACOLA","FL","325016013","27","Escambia","(850)433-1275","6","15","SEA2705240","20","20","06/01/2026","04/10/2025","150","Risk Level 2",""
"200","2010","DILLARD VICKIE D","SEAT","","DILLARD VICKIE D ","P O Box  317","","","HAVANA","FL","32333","","30","MICKEYS DINER","","6727 FLORIDA GEORGIA HWY","","","HAVANA","FL","32333","30","Gadsden","850-524-4678","6","13","SEA3000291","20","20","06/01/2026","05/28/2025","18","Risk Level 1",""
"200","2010","DOCK OF PENSACOLA INC (THE)","SEAT","","","PO BOX 57809","","","NEW ORLEANS","LA","70157","","27","DOCK (THE)","","4 CASINO BCH BOARDWALK","","","PENSACOLA BCH","FL","32561","27","Escambia","(850)934-3314","6","15","SEA2702996","20","20","06/01/2026","02/19/2025","145","Risk Level 2",""
"200","2010","ESCAMBIA COUNTY BOARD CNTY COM","NOST","","","201 E GREGORY ST","","","PENSACOLA","FL","32501","4325104","27","PENSACOLA BAY CENTER CONC","","201 E GREGORY ST","","","PENSACOLA","FL","32501","27","Escambia","4325104","6","15","NOS2705732","20","20","06/01/2026","03/26/2025","0","Risk Level 2",""
"200","2010","ESCAMBIA COUNTY BOARD CNTY COM","NOST","","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","(850)432-5104","27","PENSACOLA BAY CENTER CON # 3","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","27","Escambia","(850)432-5104","6","15","NOS2702508","20","20","06/01/2026","03/26/2025","0","Risk Level 1",""
"200","2010","ESCAMBIA COUNTY BOARD CNTY COM","NOST","","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","(850)432-5104","27","PENSACOLA BAY CENTER CON # 6","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","27","Escambia","(850)432-5104","6","15","NOS2702511","20","20","06/01/2026","03/26/2025","0","Risk Level 1",""
"200","2010","ESCAMBIA COUNTY BOARD CNTY COM","NOST","","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","(850)432-5104","27","PENSACOLA BAY CENTER CON #4","","201 E GREGORY ST","","","PENSACOLA","FL","325014956","27","Escambia","(850)432-5104","6","15","NOS2702509","20","20","06/01/2026","03/26/2025","0","Risk Level 1",""
