"Board Code","License Type Code","Licensee Name","Rank Code","Modifier Code","Mailing Name","Mailing Street Address","Mailing Address Line 2","Mailing Address Line 3","Mailing City","Mailing State Code","Mailing Zip Code","Primary Phone Number","Mailing County Code","Business Name","Filler","Location Street Address","Location Address Line 2","Location Address Line 3","Location City","Location State Code","Location Zip Code","Location County Code","Location County","Secondary Phone Number","District","Region","License Number","Primary Status Code","Secondary Status Code","License Expiry Date","Last Inspection Date","Number of Seats or Rental Units","Base Risk Level","Secondary Risk Level"
"200","2010","KPG INVESTMENTS INC","SEAT","","","8280 PRINCETON SQ BLVD W STE 6","","","JACKSONVILLE","FL","32256","904-733-4440","26","KRYSTAL","","7700 W NEWBERRY RD","","","GAINESVILLE","FL","32606","11","Alachua","352.332-8584","5","05","SEA1102892","20","20","06/01/2026","04/14/2025","54","Risk Level 2",""
"200","2010","LOS VOLCANES INC","SEAT","","ALBERTO ROMAN ","4405 NW 39TH AVE ","","LOS VOLCANES INC DBA LA TIENDA LATINA","GAINESVILLE","FL","32606","","11","LA TIENDA LATINA","","2204 SW 13 ST","","","GAINESVILLE","FL","32608","11","Alachua","352.367.0022","5","10","SEA1102812","20","20","06/01/2026","12/05/2024","68","Risk Level 2",""
"200","2010","MAMA RELLAS INC","SEAT","","","110 NE 16 AVE","","","GAINESVILLE","FL","326013780","","11","SANDWICH INN","","110 NE 16 AVE","","","GAINESVILLE","FL","326013780","11","Alachua","352.376-0924","5","06","SEA1100109","20","20","06/01/2026","03/19/2025","16","Risk Level 2",""
"200","2010","MILDRED'S COFFEE CAFE INC","SEAT","","","3445 W UNIVERSITY AVE","","","GAINESVILLE","FL","32607","3711711","11","MILDRED'S BIG CITY FOOD & NEW DEAL CAFE","","3443-3445 W UNIVERSITY AVE","","","GAINESVILLE","FL","32607","11","Alachua","3711711","5","05","SEA1102713","20","20","06/01/2026","03/10/2025","192","Risk Level 2",""
"200","2010","MILLER BEVERLY A","SEAT","","BEVERLY MILLER","592 SW OLD BELLAMY RD","","","HIGH SPRINGS","FL","32643","","11","BEV'S BETTER BURGERS","","18466 NW US HWY 441","","","HIGH SPGS","FL","32643","11","Alachua","(352)454-3131","5","06","SEA1101120","20","20","06/01/2026","01/30/2025","24","Risk Level 2",""
"200","2010","MONTALTO JOE & CINDY","SEAT","","","309 SE 7 ST","","","GAINESVILLE","FL","326016831","(352)375-6653","11","MAGNOLIA PLANTATION BED & BFST","","309 SE 7 ST","","","GAINESVILLE","FL","326016831","11","Alachua","(352)375-6653","5","06","SEA1102239","20","20","06/01/2026","06/30/2025","12","Risk Level 1",""
"200","2010","MTLM INC","SEAT","","","2631 NW 41ST ST STE A-2","","","GAINESVILLE","FL","32606","","11","MCDONALDS REST","","802 S WALNUT ST","","","STARKE","FL","320914402","14","Bradford","(352)964-8408","5","20","SEA1400050","20","20","06/01/2026","01/23/2025","138","Risk Level 1",""
"200","2010","ORIGINAL ALAN'S CUBANA INC THE","SEAT","","","PO BOX 13233","","","GAINESVILLE","FL","32604","","11","SALTY DOG SALOON","","1712 W UNIVERSITY AVE","","","GAINESVILLE","FL","326031839","11","Alachua","(352)375-6969","5","10","SEA1101713","20","20","06/01/2026","03/31/2025","80","Risk Level 1",""
"200","2010","OSPINA ENTERPRISES INC","SEAT","","HERNAN M OSPINA","407 NW 13 ST","","","GAINESVILLE","FL","32601","","11","EL INDIO REAL MEXICAN FOOD","","407 NW 13 ST","","","GAINESVILLE","FL","326012901","11","Alachua","(352)377-5828","5","06","SEA1102364","20","20","06/01/2026","04/14/2025","72","Risk Level 2",""
"200","2010","PFG ON 39TH AVENUE INC","SEAT","","POMODORO CAFE","3600 NW 43RD ST STE E2","","","GAINESVILLE","FL","32606-8134","","11","POMODORO CAFE","","9200 NW 39 AVE STE 100","","","GAINESVILLE","FL","32606","11","Alachua","3809886","5","05","SEA1102824","20","20","06/01/2026","02/24/2025","134","Risk Level 2",""
"200","2010","PHILLIPS VALERIE","SEAT","","VALERIE PHILLIPS ","1470 SE 23 AVE","","","GAINESVILLE","FL","32641","","11","CARIBBEAN QUEEN","","507 NW 5 AVE","","","GAINESVILLE","FL","32601","11","Alachua","3748111","5","06","SEA1102843","20","20","06/01/2026","03/24/2025","9","Risk Level 2",""
"200","2010","PIER SEAFOOD INC","SEAT","","","853 S 6 ST","","","MACCLENNY","FL","320639653","(386)259-6250","12","PIER 6 SEAFOOD & STEAK HOUSE","","853 S 6 ST","","","MACCLENNY","FL","320639653","12","Baker","(386)259-6250","5","20","SEA1200049","20","20","06/01/2026","12/18/2024","125","Risk Level 2",""
"200","2010","POWELL DAIRY FREEZE INC","SEAT","","","1212 N TEMPLE AVE","","","STARKE","FL","320912116","(352)964-6567","14","POWELLS DAIRY FREEZE","","1212 N TEMPLE AVE","","","STARKE","FL","320912116","14","Bradford","(352)964-6567","5","20","SEA1400023","45","20","06/01/2024","02/12/2025","24","Risk Level 1",""
"200","2010","PRIMETIME FOODS LLC","SEAT","","MARK'S PRIME STEAKHOUSE","201 SE 2 AVE, UNIT 102","","","GAINESVILLE","FL","32601","352-336-0077","11","MARKS US PRIME","","201 SE 2 AVE, UNIT 102 & 103","","","GAINESVILLE","FL","32601","11","Alachua","3360077","5","06","SEA1102927","45","20","06/01/2025","02/05/2025","156","Risk Level 2",""
"200","2010","RGMS INC","SEAT","","","6862 E MOUNT VERNON ST","","","GLEN ST MARY","FL","32040","","12","BURGER KING","","1620 S 6 ST","","","MACCLENNY","FL","32063","12","Baker","904.259.1616","5","20","SEA1200113","20","20","06/01/2026","11/19/2024","76","Risk Level 1",""
"200","2010","RUBBERNECK INC","SEAT","","","30 N MAIN ST","","","GAINESVILLE","FL","32601","352-337-1188","11","TOP RESTAURANT","","30 N MAIN ST","","","GAINESVILLE","FL","32601","11","Alachua","352-337-1188","5","06","SEA1102612","20","20","06/01/2026","01/28/2025","175","Risk Level 2",""
"200","2010","SAILORMEN INC","SEAT","","Beatriz Rodriguez","9500 S DADELAND BLVD #800","","","MIAMI","FL","33156","305-671-6431","23","POPEYES LOUISIANA KITCHEN #129","","1050 WALNUT STREET","","","STARKE","FL","32091","14","Bradford","9645418","5","20","SEA1400194","20","20","06/01/2026","05/29/2025","62","Risk Level 2",""
"200","2010","SAILORMEN INC","SEAT","","Lease Administration","9500 S DADELAND BLVD #800","","","MIAMI","FL","33156","305-671-6431","23","POPEYES LOUISIANA KITCHEN #128","","1412 N MAIN ST","","","GAINESVILLE","FL","326014368","11","Alachua","(352)377-1733","5","06","SEA1101748","20","20","06/01/2026","06/30/2025","84","Risk Level 2",""
"200","2010","SERVICE AMERICA CORPORATION","NOST","","ATTN:  LICENSING","1 INDEPENDENCE PT STE 305","","","GREENVILLE","SC","29615","864.248.2011","741","CENTERPLATE","","11211 N COUNTY RD 225","","","GAINESVILLE","FL","32609","11","Alachua","(352)378-0120","5","05","NOS1102212","20","20","06/01/2026","03/06/2025","0","Risk Level 1",""
"200","2010","SWEETWATER BRANCH INN INC","SEAT","","","625 E UNIVERSITY AVE","","","GAINESVILLE","FL","326015449","(352)373-6760","11","SWEETWATER BRANCH INN","","625 E UNIVERSITY AVE","","","GAINESVILLE","FL","326015449","11","Alachua","(352)373-6760","5","06","SEA1102390","20","20","06/01/2026","06/30/2025","12","Risk Level 1",""
"200","2010","SYNC INC","SEAT","","SYNC INC SUBWAY #2716","8110 CYPRESS PLAZA DR STE 202","","","JACKSONVILLE","FL","32256","","12","SUBWAY #2716","","1374 S 6 ST","","","MACCLENNY","FL","320638622","12","Baker","(386)259-2455","5","20","SEA1200060","20","20","06/01/2026","11/19/2024","28","Risk Level 1",""
"200","2010","TILLMAN DIANNE","SEAT","","SONNY'S B B Q","PO BOX 1149","","","HAWTHORNE","FL","32640","352-481-3305","11","DIANNE'S OLD TIME BARBEQUE","","US 301","","","HAWTHORNE","FL","32640","11","Alachua","(352)481-3305","5","20","SEA1101623","20","20","06/01/2026","03/03/2025","65","Risk Level 2",""
"200","2010","TUNG JIMMY","SEAT","","","3831 P.O BOX ","","","ORLANDO","FL","32802","3778686","58","BENTO CAFE","","3832 W NEWBERY RD 1-J","","","GAINESVILLE","FL","32607","11","Alachua","305-898-1604","5","05","SEA1102912","20","20","06/01/2026","02/06/2025","48","Risk Level 2",""
"200","2010","YEARLING RESTAURANT INC (THE)","SEAT","","YEARLING RESTAURANT INC (THE) ","P O BOX 303","","","MCINTOSH","FL","32664","","52","YEARLING RESTAURANT (THE)","","14531 E CR 325","","","CROSS CREEK","FL","32640","11","Alachua","4663999","5","20","SEA1102883","20","20","06/01/2026","06/30/2025","100","Risk Level 2",""
"200","2013","COUNTRY CATERERS BBQ INC","CATR","","","6217 SE COUNTY ROAD 21 B","","","KEYSTONE HEIGHTS","FL","32656","","14","COUNTRY CATERERS","","6217 COUNTY RD UNIT B","","","KEYSTONE HEIGHTS","FL","32656","20","Clay","352.473.3728","5","20","CAT1400167","20","20","06/01/2026","05/02/2025","0","Risk Level 2",""
"200","2010","ARBYS RESTAURANT GROUP","SEAT","","Business License","3 GLENLAKE PARKWAY NE","","","ATLANTA","GA","30328","678-514-4385","710","ARBY'S #221","","896 BLANDING BLVD","","","ORANGE PARK","FL","320658922","20","Clay","904 272 1225","5","25","SEA2000846","20","20","06/01/2026","03/24/2025","80","Risk Level 2",""
"200","2010","BAR B Q STOP INC","SEAT","","JOHNNY'S BAR B Q","PO BOX 1759","","","KEYSTONE HEIGHTS","FL","32656","","20","JOHNNY'S BAR B Q","","7411 SR 21","","","KEYSTONE HEIGHTS","FL","32656","20","Clay","352-473-4445","5","20","SEA2000940","20","20","06/01/2026","01/13/2025","128","Risk Level 2",""
"200","2010","BESTBET HOLDINGS, INC.","NOST","","MELISSA SMITH","201 MONUMENT ROAD","","","JACKSONVILLE","FL","32225","904.646.0001","26","OPKC SNACK BARS #8 & 11","","455 PARK AVENUE","","","ORANGE PARK","FL","32073","20","Clay","904.646.0001","5","07","NOS2000019","20","20","06/01/2026","11/19/2024","0","Risk Level 1",""
"200","2010","BESTBET HOLDINGS, INC.","SEAT","","MELISSA SMITH","201 MONUMENT ROAD","","","JACKSONVILLE","FL","32225","904-646-0001","26","OPKC POKER ROOM","","455 PARK AVE","","","ORANGE PARK","FL","32073","20","Clay","904.646.0001","5","07","SEA2000039","20","20","06/01/2026","05/06/2025","40","Risk Level 2",""
"200","2010","BESTBET HOLDINGS, INC.","SEAT","","MELISSA SMITH","201 MONUMENT ROAD","","","JACKSONVILLE","FL","32225","904.646.0001","26","OPKC PADDOCK DINING ROOM & BAR","","455 PARK AVENUE","","","ORANGE PARK","FL","32073","20","Clay","904.662.2263","5","07","SEA2000060","20","20","06/01/2026","05/06/2025","664","Risk Level 2",""
"200","2010","BRINKER FLORIDA INC #398","SEAT","","BRINKER FLORIDA INC ATTN LEGAL DEPT","3000  OLYMPUS BLVD","","","DALLAS","TX","75019","","744","CHILIâS GRILL & BAR","","1664 WELLS RD","","","ORANGE PARK","FL","32073","20","Clay","(904)264-6907","5","07","SEA2000827","20","20","06/01/2026","04/24/2025","217","Risk Level 2",""
"200","2010","BROOKS M J","SEAT","","","700 BLANDING BLVD #15","","","ORANGE PARK","FL","320655813","(904)272-3557","20","LARRY'S GIANT SUBS","","700 BLANDING BLVD #15","","","ORANGE PARK","FL","320655813","20","Clay","(904)272-3557","5","25","SEA2000613","20","20","06/01/2026","03/18/2025","48","Risk Level 1",""
"200","2010","CAPTAIN D'S LLC","SEAT","","ATTN: License Department","PO BOX 780358","","","WICHITA","KS","67278","13166851622","716","CAPTAIN D'S #3373","","318 BLANDING BLVD","","","ORANGE PARK","FL","320734323","20","Clay","(904)269-5000","5","07","SEA2000262","20","20","06/01/2026","06/17/2025","100","Risk Level 2",""
"200","2010","CEDAR BEND CLUB INC","SEAT","","","2030 WELLS RD","","","ORANGE PARK","FL","320732205","(904)272-5959","20","HILL TOP CLUB","","2030 WELLS RD","","","ORANGE PARK","FL","320732205","20","Clay","(904)272-5959","5","07","SEA2000406","20","20","06/01/2026","05/01/2025","400","Risk Level 2",""
"200","2010","CHIU CHAP YANG","SEAT","","","1206 PARK AVE","","","ORANGE PARK","FL","320734126","(904)278-0806","20","FOO WONG GARDEN","","1206 PARK AVE","","","ORANGE PARK","FL","320734126","20","Clay","(904)278-0806","5","07","SEA2000866","20","20","06/01/2026","02/04/2025","34","Risk Level 2",""
"200","2010","CLUB CONTINENTAL INC","SEAT","","KARRIE MASSEE","2143 ASTOR ST","","","ORANGE PARK","FL","32073","904 264 6070","20","CLUB CONTINENTAL DINING ROOM","","2143 ASTOR ST","","","ORANGE PARK","FL","32073","20","Clay","904-264-6070","5","07","SEA2000016","20","20","06/01/2026","03/12/2025","200","Risk Level 2",""
"200","2010","CRACKER BARREL OLD COUNTRY STORE INC","SEAT","","Legal Dept ","305 HARTMANN DR","","","LEBANON","TN","37087","6154445533","743","CRACKER BARREL #157","","4272 ELDRIDGE LOOP","","","ORANGE PARK","FL","32073","20","Clay","904 264 2292","5","07","SEA2000768","20","20","06/01/2026","01/30/2025","206","Risk Level 2",""
"200","2010","CROSSINGS AT FLEMING ISLD (THE)","SEAT","","Hampton Golf","2217 EAGLE HARBOR PARKWAY","","","FLEMING ISLAND","FL","32003","3216624720","20","EAGLE HARBOR SWIM & TENNISCLUB","","1880 EAGLE HARBOR PKWY","","","ORANGE PARK","FL","32003","20","Clay","(904)264-8989","5","07","SEA2000808","20","20","06/01/2026","05/28/2025","49","Risk Level 1",""
"200","2010","CROSSINGS AT FLEMING ISLD(THE)","SEAT","","","2217 EAGLE HARBOR PKWY","","","FLEMING ISLAND","FL","32003","(904)269-9300","20","TALONS","","2217 EAGLE HARBOR PKWY","","","FLEMING ISLAND","FL","32003","20","Clay","(904)269-6494","5","07","SEA2001337","20","20","06/01/2026","05/01/2025","213","Risk Level 2",""
"200","2010","FLA INTERSPORT INC","SEAT","","FLA ENTERSPORT INC ","PO BOX 140068","","","GAINESVILLE","FL","32614","","20","SKATE STATION","","230 BLANDING BLVD","","","ORANGE PARK","FL","320733339","20","Clay","(904)272-5602","5","07","SEA2000773","20","20","06/01/2026","11/26/2024","120","Risk Level 1",""
"200","2010","FORT RICH ENTERPRISES INC","SEAT","","","175 BLANDING BLVD","","","ORANGE PARK","FL","32073","2727799","20","SOLIDS & STRIPES BILLIARDS","","175 BLANDING BLVD","","","ORANGE PARK","FL","32073","20","Clay","2727799","5","07","SEA2000914","20","20","06/01/2026","04/18/2025","40","Risk Level 1",""
"200","2010","JASZ GROUP II INC","SEAT","","SAW MANAGEMENT GROUP INC","6767 PHILIPS INDUSTRIAL BLVD","","","JACKSONVILLE","FL","32256","","26","ZAXBY'S","","390 BLANDING BLVD","","","ORANGE PARK","FL","32073","20","Clay","2982728","5","07","SEA2001042","20","20","06/01/2026","03/27/2025","70","Risk Level 1",""
"200","2010","KING GROUP INC (THE)","SEAT","","JAMES MCLEOD","372-1 BLANDING BLVD","","","ORANGE PARK","FL","32073","904-272-7004","20","MCDONALDS RESTAURANT #2799","","428 PARK AVE","","","ORANGE PARK","FL","320733131","20","Clay","(904)264-1920","5","07","SEA2000146","20","20","06/01/2026","11/19/2024","71","Risk Level 1",""
"200","2010","KING GROUP INC (THE)","SEAT","","THE KING GROUP INC ","372-1 BLANDING BLVD","","","ORANGE PARK","FL","32073","","20","MCDONALDS #5615","","372 BLANDING BLVD","","","ORANGE PARK","FL","320734351","20","Clay","(904)264-0832","5","07","SEA2000300","20","20","06/01/2026","11/19/2024","92","Risk Level 1",""
"200","2010","KINGSLEY RESTAURANT CORP","SEAT","","","1994 KINGSLEY AVE B","","","ORANGE PARK","FL","320734442","(904)276-2677","20","SHEIK SANDWICHES #7 THE","","1994 KINGSLEY AVE B","","","ORANGE PARK","FL","320734442","20","Clay","(904)276-2677","5","07","SEA2000475","20","20","06/01/2026","02/05/2025","81","Risk Level 2",""
"200","2010","MIDDLEBURG SUBWAY INC","SEAT","","C/O SUBWAY MGMT GROUP/OFFICE MANAGER","6418  SPYGLASS LANE","","","BRADENTON","FL","34202","941-400-4037","51","SUBWAY #939","","2710 BLANDING BLVD #17","","","MIDDLEBURG","FL","320685649","20","Clay","(904)282-0242","5","07","SEA2000529","20","20","06/01/2026","04/23/2025","18","Risk Level 1",""
"200","2010","MTLM INC","SEAT","","","2631 NW 41 ST STE A2","","","GAINESVILLE","FL","32606","","11","MCDONALD'S RESTAURANT","","7370 SR 100","","","KEYSTONE HEIGHTS","FL","32656","20","Clay","352-473-2288","5","20","SEA2000857","20","20","06/01/2026","12/05/2024","44","Risk Level 1",""
"200","2010","ORANGE PARK TREATS INC","SEAT","","","610 KINGSLEY AVE","","","ORANGE PARK","FL","32073","(904)264-3207","20","DAIRY QUEEN","","610 KINGSLEY AVE","","","ORANGE PARK","FL","32073","20","Clay","(904)264-3207","5","07","SEA2000875","20","20","06/01/2026","03/21/2025","84","Risk Level 2",""
"200","2010","RTM INC","SEAT","","","3 GLENLAKE PARKWAY","","","ATLANTA","GA","30328","678-514-4385","","ARBY'S #870","","1691 WELLS RD","","","ORANGE PARK","FL","32073","20","Clay","(904)278-8081","5","07","SEA2000917","20","20","06/01/2026","11/19/2024","88","Risk Level 1",""
"200","2010","SAILORMEN INC","SEAT","","Beatriz Rodriguez","9500 S DADELAND BLVD STE 800","","","MIAMI","FL","33156","305-671-6431","23","POPEYES LOUISIANA KITCHEN #130","","430 BLANDING BLVD","","","ORANGE PARK","FL","320735018","20","Clay","904-272-0873","5","07","SEA2000424","20","20","06/01/2026","02/05/2025","50","Risk Level 2",""
"200","2013","ANTHONY'S CATERING OF THE FIRST COAST INC","CATR","","Julie Smith","670 KINGSLEY AVE","","","ORANGE PARK","FL","32073","904 264 1338","20","ANTHONYS GOURMET CATERING","","670 KINGSLEY AVE","","","ORANGE PARK","FL","32073","20","Clay","904.264.1338","5","07","CAT2000919","45","20","06/01/2025","04/22/2025","0","Risk Level 2",""
"200","2013","MASSEE KARRIE","CATR","","WINTERBOURNE CATERING","PO BOX 2919","","","ORANGE PARK","FL","32067","904-264-2114","20","WINTERBOURNE CATERING SERVICE","","2104 WINTERBOURNE WEST","","","ORANGE PARK","FL","320735603","20","Clay","(904)269-3370","5","07","CAT2000565","20","20","06/01/2026","11/19/2024","0","Risk Level 1",""
"200","2010","ARBYS RESTAURANT GROUP","SEAT","","","3 GLENLAKE PARKWAY NE","","","ATLANTA","GA","30328","678-514-4385","710","ARBY'S #5984","","3289 W US HWY 90","","","LAKE CITY","FL","32055","22","Columbia","(386)758-9193","5","01","SEA2200403","20","20","06/01/2026","06/30/2025","92","Risk Level 2",""
"200","2010","ATLANTIC RESTAURANT DEVELOPMEN","SEAT","","","501 E. TENNESSEE ST.","SUITE A","","TALLAHASSEE","FL","32308","4074928557","47","ZAXBY'S","","2640 W US HWY 90","","","LAKE CITY","FL","32025","22","Columbia","7556770","5","01","SEA2200588","20","20","06/01/2026","01/23/2025","88","Risk Level 1",""
"200","2010","COLUMBIA LIVESTOCK MARKET INC","SEAT","","COLUMBIA LIVE STOCK MARKET CAF","PO BOX 354","","","LAKE CITY","FL","320560354","","22","COLUMBIA LIVESTOCK MARKET CAFE","","4555 S US HWY 441","","","LAKE CITY","FL","32055","22","Columbia","(386)755-2300","5","01","SEA2200009","20","20","06/01/2026","03/10/2025","30","Risk Level 2",""
