"Board Code","License Type Code","Licensee Name","Rank Code","Modifier Code","Mailing Name","Mailing Street Address","Mailing Address Line 2","Mailing Address Line 3","Mailing City","Mailing State Code","Mailing Zip Code","Primary Phone Number","Mailing County Code","Business Name","Filler","Location Street Address","Location Address Line 2","Location Address Line 3","Location City","Location State Code","Location Zip Code","Location County Code","Location County","Secondary Phone Number","District","Region","License Number","Primary Status Code","Secondary Status Code","License Expiry Date","Last Inspection Date","Number of Seats or Rental Units","Base Risk Level","Secondary Risk Level"
"200","2010","CHATEAUBLEAU INN INC","SEAT","","","1111 PONCE DE LEON BLVD","","","CORAL GABLES","FL","33134","(305)448-2634","23","CHATEAU BLEAU RESTAURANT","","1111 PONCE DE LEON BLVD","","","CORAL GABLES","FL","331343321","23","Dade","(305)448-2634","1","16","SEA2300558","20","20","10/01/2025","03/04/2025","60","Risk Level 2",""
"200","2010","CHONG'S CHINESE REST INC","SEAT","","CHONG'S CHINESE REST ","1164 W FLAGLER ST","","","MIAMI","FL","331301034","","23","CHONG'S CHINESE REST","","1164 W FLAGLER ST","","","MIAMI","FL","331301034","23","Dade","5456625","1","15","SEA2301054","20","20","10/01/2025","03/24/2025","74","Risk Level 2",""
"200","2010","CIC INVEITORS # 60","SEAT","","FLANIGANS ENTERPRISES INC ","5059 NE 18 AVE","","","FT LAUDERDALE","FL","33334","","23","FLANIGANS","","9516 HARDING AVE","","","SURFSIDE","FL","33154-2502","23","Dade","305-867-0099","1","04","SEA2301938","20","20","10/01/2025","01/14/2025","206","Risk Level 2",""
"200","2010","CMTG INC","SEAT","","","PO BOX 571175","","","MIAMI","FL","33257-1175","","23","MCDONALDS 1108","","30335 S FEDERAL HWY","","","HOMESTEAD","FL","33033","23","Dade","305-547-6484","1","23","SEA2302997","20","20","10/01/2025","11/19/2024","120","Risk Level 1",""
"200","2010","COOPERTOWN EVERGLADES AIRBOAT TOUR & RESTAURANT LLC","SEAT","","COOPER STAND RESTAURANT","PO BOX 940176","","","MIAMI","FL","33194","","23","COOPER PLACE","","22700 SW 8 ST","","","MIAMI","FL","33194","23","Dade","(305)226-6048","1","19","SEA2302330","20","20","10/01/2025","04/24/2025","24","Risk Level 2",""
"200","2010","COVA INC","SEAT","","","3663 SW 8 ST","","","MIAMI","FL","33135","","23","VERSAILLES REST","","3555 SW 8 ST","","","MIAMI","FL","331354109","23","Dade","","1","09","SEA2302751","20","20","10/01/2025","06/02/2025","200","Risk Level 2",""
"200","2010","DENNYS INC","SEAT","","","203 E MAIN ST","","","SPARTANBURG","SC","29319","","741","DENNYS RESTAURANT #219","","3600 BISCAYNE BLVD","","","MIAMI","FL","331373735","23","Dade","(305)739-8100","1","30","SEA2303096","20","20","10/01/2025","02/19/2025","122","Risk Level 2",""
"200","2010","DUFFY'S TAVERN & SPORTS GRILL INC","SEAT","","","2108 SW 57 AVE","","","MIAMI","FL","331552233","(305)264-6580","23","DUFFY'S TAVERN REST","","2108 SW 57 AVE","","","MIAMI","FL","331552233","23","Dade","(305)264-6580","1","20","SEA2301427","20","20","10/01/2025","04/03/2025","64","Risk Level 2",""
"200","2010","FERNANDEZ FERNANDO","SEAT","","","278 NW 36 ST","","","MIAMI","FL","331273130","","23","EL BAJAREQUE BAR LCH","","278 NW 36 ST","","","MIAMI","FL","331273130","23","Dade","","1","14","SEA2301797","20","20","10/01/2025","02/28/2025","25","Risk Level 2",""
"200","2010","FRANKIES PIZZA LLC","NOST","","","9120 SW 40TH ST ","","","MIAMI","FL","33165","3052984609","23","FRANKIES PIZZA","","9118 BIRD RD","","","MIAMI","FL","331655345","23","Dade","(305)552-6103","1","20","NOS2301133","20","20","10/01/2025","02/07/2025","0","Risk Level 2",""
"200","2010","GATEWAY SPIRITS INC","SEAT","","","35800 S FEDERAL HWY","","","FLORIDA CITY","FL","33034","(305)248-4935","23","LAST CHANCE BAR","","35800 S FEDERAL HWY","","","FLORIDA CITY","FL","33034","23","Dade","(305)248-4935","1","25","SEA2300615","20","20","10/01/2025","04/16/2025","91","Risk Level 1",""
"200","2010","HAUTE CUISINE INC","SEAT","","","2611 PONCE DE LEON BLVD","","","CORAL GABLES","FL","331346002","(305)444-2024","23","PASCAL'S ON PONCE","","2611 PONCE DE LEON BLVD","","","CORAL GABLES","FL","331346002","23","Dade","(305)444-2024","1","16","SEA2302405","20","20","10/01/2025","04/29/2025","55","Risk Level 2",""
"200","2010","HB HOUSE INC","SEAT","","","172 GIRALDA AVE","","","CORAL GABLES","FL","331345209","(305)442-2730","23","BAR (THE)","","172 GIRALDA AVE","","","CORAL GABLES","FL","331345209","23","Dade","(305)442-2730","1","16","SEA2301719","20","20","10/01/2025","04/16/2025","115","Risk Level 2",""
"200","2010","INDIAN CK CTRY CB INC","SEAT","","INDIAN CK CTRY CB INC ","55 INDIAN CREEK IS","","","INDIAN CREEK","FL","331542902","","23","INDIAN CK CTRY CB REST","","INDIAN CREEK ISLE","","","MIAMI BEACH","FL","33154","23","Dade","(305)866-5751","1","04","SEA2301175","20","20","10/01/2025","02/10/2025","120","Risk Level 2",""
"200","2010","INDIAN CREEK CO CLUB","SEAT","","INDIAN CRK CTRY CB INC ","55 INDIAN CREEK IS","","","INDIAN CREEK","FL","331542902","","23","GOLF COURSE SNK BAR","","INDIAN CREEK ISLAND","","","MIAMI BEACH","FL","33154","23","Dade","305.866.5751","1","04","SEA2302690","20","20","10/01/2025","02/10/2025","25","Risk Level 2",""
"200","2010","INDIAN CREEK COUNTRY CLUB","SEAT","","ATTN: ACCOUNTS PAYABLE","55 INDIAN CREEK ISLAND RD","","","INDIAN CREEK VILLAGE","FL","33154","305.866.5751","23","EMPLOYEES REST","","INDIAN CREEK IS","","","MIAMI BEACH","FL","33154","23","Dade","","1","04","SEA2301321","20","20","10/01/2025","11/21/2024","24","Risk Level 1",""
"200","2010","INDIAN CREEK CTRY CLUB","SEAT","","INDIAN CREEK COUNTRY CLUB ","55 INDIAN CREEK ISLAND ROAD","","","INDIAN CREEK VILLAGE","FL","33154","305-866-5751","23","GREAT HALL DINING RM","","INDIAN CK IS","","","MIAMI BEACH","FL","33154","23","Dade","","1","04","SEA2301396","20","20","10/01/2025","02/10/2025","225","Risk Level 2",""
"200","2010","JOES STONE CRABS INC","SEAT","","","11 WASHINGTON AVE","","","MIAMI BEACH","FL","33139","","23","JOES STONE CRABS RESTAURANT","","11 WASHINGTON AVE","","","MIAMI BEACH","FL","33139","23","Dade","","1","01","SEA2300147","20","20","10/01/2025","03/21/2025","512","Risk Level 2",""
"200","2010","LA CARRETA #2 REST INC","SEAT","","","8650 BIRD RD","","","MIAMI","FL","331553216","(305)553-8383","23","LA CARRETA RESTAURANT","","8650 BIRD RD","","","MIAMI","FL","331553216","23","Dade","(305)553-8383","1","20","SEA2300739","20","20","10/01/2025","05/07/2025","215","Risk Level 2",""
"200","2010","LEISURE RESOUR INTERN I","SEAT","","","10417 S DIXIE HWY","","","MIAMI","FL","331563757","","23","KEG SOUTH","","10417 S DIXIE HWY","","","MIAMI","FL","331563757","23","Dade","305-284-9296","1","34","SEA2300735","20","20","10/01/2025","03/11/2025","25","Risk Level 2",""
"200","2010","M COLOMBIA CAFETERIA INC","SEAT","","","702 71 ST","","","MIAMI BEACH","FL","331413022","(305)861-5900","23","MI COLOMBIA","","702 71 ST","","","MIAMI BEACH","FL","331413022","23","Dade","(305)861-5900","1","04","SEA2302397","20","20","10/01/2025","01/15/2025","32","Risk Level 2",""
"200","2010","MABJEESH & SONS INC","SEAT","","","7355 BIRD RD","","","MIAMI","FL","33155","7862054091","23","CHUCK WAGON","","7355 BIRD RD","","","MIAMI","FL","331556633","23","Dade","(305)261-9234","1","20","SEA2301921","20","20","10/01/2025","02/21/2025","42","Risk Level 2",""
"200","2010","MAC-FLO CORP OF FLA","SEAT","","MCDONALD'S #6917","PO BOX 183090","","","COLUMBUS","OH","43218","","736","MAC-FLO CORP OF FLA","","1101 W 49 ST","","","HIALEAH","FL","330123337","23","Dade","305.821.5521","1","13","SEA2302754","20","20","10/01/2025","11/19/2024","108","Risk Level 1",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","MARRIOTT HOTEL/ACCOUNT PAYABLE","1201 NW 42 AVE","","","MIAMI","FL","33126-2656","","23","CANE FIRE GRILLE","","1201 NW 42 AVE","","","MIAMI","FL","331262656","23","Dade","305-649-5000","1","28","SEA2303405","20","20","10/01/2025","01/03/2025","164","Risk Level 2",""
"200","2010","MCDONALD OF FLA CORP","SEAT","","MCDONALD'S #4402","PO BOX 183090","","","COLUMBUS","OH","43218","","736","MCDONALD OF FLA CORP","","18250 NW 27 AVE","","","OPA LOCKA","FL","330563545","23","Dade","(305)624-7010","1","07","SEA2300248","20","20","10/01/2025","11/19/2024","50","Risk Level 1",""
"200","2010","MCDONALD'S REST OF FLORIDA INC","SEAT","","","PO BOX 183090","","","COLUMBUS","OH","43218","","736","MCDONALD'S #6280","","12647 S DIXIE HWY","","","MIAMI","FL","33156","23","Dade","954.426.5144","1","34","SEA2300392","20","20","10/01/2025","11/19/2024","89","Risk Level 1",""
"200","2010","MCDONALD'S REST OF FLORIDA INC","SEAT","","MCDONALD'S #6266","PO BOX 183090","","","COLUMBUS","OH","43218","","736","MCDONALDS REST OF FLORIDA INC","","6150 S DIXIE HWY","","","MIAMI","FL","331435003","23","Dade","(305)621-5675","1","34","SEA2300027","20","20","10/01/2025","11/19/2024","80","Risk Level 1",""
"200","2010","MCDONALD'S REST OF FLORIDA INC","SEAT","","MCDONALD'S #6330","PO BOX 183090","","","COLUMBUS","OH","43218","","736","MCDONALDS REST OF FLORIDA INC","","1020 W FLAGLER ST","","","MIAMI","FL","331301032","23","Dade","(305)545-7788","1","15","SEA2303292","20","20","10/01/2025","11/19/2024","52","Risk Level 1",""
"200","2010","MIAMI DADE COUNTY FAIR AND EXPOSITION, INC","SEAT","","","10901 SW 24 ST","","","MIAMI","FL","331652337","3055192215","23","FAIR EXPO GRILLE","","10901 SW 24 ST","","","MIAMI","FL","331652337","23","Dade","(305)223-7060","1","20","SEA2302434","20","20","10/01/2025","01/17/2025","160","Risk Level 2",""
"200","2010","MIAMI PALM RESTAURANT INC","SEAT","","LICENSING DEPARTMENT","1510 WEST LOOP SOUTH","","","HOUSTON","TX","77027","","744","PALM RESTAURANT","","9650 E BAY HARBOR DR","","","MIAMI BEACH","FL","33154","23","Dade","(305)868-7256","1","04","SEA2302087","20","20","10/01/2025","05/23/2025","200","Risk Level 2",""
"200","2010","MIAMI SHORES GOLF CLUB","SEAT","","","10000 BISCAYNE BLVD","","","MIAMI SHORES","FL","331382646","(305)754-7541","23","MIAMI SHORES REST","","10000 BISCAYNE BLVD","","","MIAMI SHORES","FL","331382646","23","Dade","(305)754-7541","1","30","SEA2301381","20","20","10/01/2025","04/03/2025","500","Risk Level 2",""
"200","2010","MIAMI SPRINGS RESORTS ASSOC","SEAT","","","1111 ROYAL POINCIANA","","","MIAMI SPGS","FL","33166","(305)885-1941","23","MIRADOR RESTAURANT","","1111 ROYAL POINCIANA","","","MIAMI SPGS","FL","33166","23","Dade","(305)885-1941","1","06","SEA2300751","20","20","10/01/2025","01/16/2025","200","Risk Level 2",""
"200","2010","MYKONOS INCORPORATED","SEAT","","","1201 CORAL WAY","","","MIAMI","FL","33145","7864736226","23","MYKONOS RESTAURANT","","1201 CORAL WAY","","","MIAMI","FL","331452961","23","Dade","(305)856-3140","1","09","SEA2302860","45","20","10/01/2024","01/27/2025","58","Risk Level 2",""
"200","2010","NICMAC RESTAURANTS INC","SEAT","","ALEX C RODRIGUEZ","4961 SW 74 CT","","","MIAMI","FL","33155-4471","","23","MCDONALDS","","460 HIALEAH DR","","","HIALEAH","FL","33010-5347","23","Dade","305-884-8700","1","36","SEA2301707","20","20","10/01/2025","11/19/2024","121","Risk Level 1",""
"200","2010","ORIENTAL CHINESE RESTAURANT INC","SEAT","","","1642 SW 8 ST","","","MIAMI","FL","331355220","(305)642-8989","23","SALA'O CUBAN RESTAURANT AND BAR","","1642 SW 8 ST","","","MIAMI","FL","331355220","23","Dade","(305)642-8989","1","09","SEA2301203","20","20","10/01/2025","02/12/2025","110","Risk Level 2",""
"200","2010","ORWALL INDUSTRIES INC","SEAT","","","PO BOX 8000","","","MONSEY","NY","10952","","732","HIA BURGER KING","","891 W 49 ST","","","HIALEAH","FL","33012","23","Dade","","1","13","SEA2302205","20","20","10/01/2025","11/19/2024","91","Risk Level 1",""
"200","2010","PIT INC","SEAT","","","16400 SW 8 ST","","","MIAMI","FL","331942003","7866638057","23","PIT RESTAURANT","","16400 SW 8 ST","","","MIAMI","FL","331942003","23","Dade","(305)226-2272","1","19","SEA2302654","20","20","10/01/2025","05/13/2025","25","Risk Level 2",""
"200","2010","POLARIS CAFETERIA CORP","SEAT","","","1153 NW 22 AVE","","","MIAMI","FL","33125","(305)649-1585","23","POLARIS CAFETERIA & MINI MARKET","","1153 NW 22 AVE","","","MIAMI","FL","331252738","23","Dade","(305)649-1583","1","14","SEA2303498","20","20","10/01/2025","03/03/2025","10","Risk Level 2",""
"200","2010","PUERTO SAGUA REST CORP","SEAT","","","700 COLLINS AVE","","","MIAMI BEACH","FL","33139-6216","","23","PUERTO SAGUA REST","","700 COLLINS AVE","","","MIAMI BEACH","FL","33139","23","Dade","","1","01","SEA2302362","20","20","10/01/2025","03/27/2025","149","Risk Level 2",""
"200","2010","RACSO CORPORATION","SEAT","","","710 W 20 ST","","","HIALEAH","FL","330102430","(305)883-7343","23","OSCAR CAFE","","710 W 20 ST","","","HIALEAH","FL","330102430","23","Dade","(305)883-7343","1","36","SEA2303118","20","20","10/01/2025","02/03/2025","49","Risk Level 2",""
"200","2010","REDLAND DISTRICT GOLF AND COUNTRY CLUB INC","SEAT","","","24451 SW 177 AVE","","","HOMESTEAD","FL","33031","","23","REDLAND GOLF COUNTRY CLUB REST","","24451 SW 177 AVE","","","HOMESTEAD","FL","33031","23","Dade","(305)247-8503","1","25","SEA2302985","20","20","10/01/2025","03/10/2025","200","Risk Level 2",""
"200","2010","SEAVIEW HOTEL INC","SEAT","","","9909 COLLINS AVE","","","BAL HARBOUR","FL","33154","(305)866-4441","23","SEA VIEW REST DINNING ROOM","","9909 COLLINS AVE","","","MIAMI BEACH","FL","331541808","23","Dade","(305)866-4441","1","04","SEA2302251","20","20","10/01/2025","01/13/2025","200","Risk Level 2",""
"200","2010","SERGIO'S RESTAURANT INC","SEAT","","","12380 SW 130 ST","","","MIAMI","FL","33186","305-552-9623","23","SERGIO'S RESTAURANT","","9330 BIRD RD","","","MIAMI","FL","331654160","23","Dade","(305)552-9626","1","20","SEA2301578","20","20","10/01/2025","03/31/2025","60","Risk Level 2",""
"200","2010","SIR PIZZA ENTERPRISES","SEAT","","","712 CRANDON BLVD","","","KEY BISCAYNE","FL","331492506","3053354509","23","SIR PIZZA","","712 CRANDON BLVD","","","KEY BISCAYNE","FL","331492506","23","Dade","","1","15","SEA2303132","20","20","10/01/2025","11/19/2024","74","Risk Level 1",""
"200","2010","TACO RICO RESTAURANT OF FL INC","SEAT","","","473 S DIXIE HWY","","","CORAL GABLES","FL","331462202","(305)663-3200","23","EL TACO RICO","","473 S DIXIE HWY","","","CORAL GABLES","FL","331462202","23","Dade","(305)663-3200","1","27","SEA2303091","20","20","10/01/2025","02/19/2025","25","Risk Level 2",""
"200","2010","TONY'S PLACE INC","SEAT","","","17721 NW 78 AVE","","","HIALEAH","FL","330153629","","23","TONY'S PLACE","","17721 NW 78 AVE","","","HIALEAH","FL","330153629","23","Dade","305.821.2528","1","32","SEA2302050","20","20","10/01/2025","04/04/2025","40","Risk Level 2",""
"200","2010","TRANSGROUP UNLIMITED INC","SEAT","","","2436 SW 8 ST","","","MIAMI","FL","331353016","(305)642-2452","23","CASA JUANCHO RESTAURANT","","2436 SW 8 ST","","","MIAMI","FL","331353016","23","Dade","(305)642-2452","1","09","SEA2301504","20","20","10/01/2025","04/15/2025","384","Risk Level 2",""
"200","2010","V & M ENTERPRISES","SEAT","","","3632 SW 8 ST","","","MIAMI","FL","331354112","(305)444-7501","23","LA CARRETA REST","","3632 SW 8 ST","","","MIAMI","FL","331354112","23","Dade","(305)444-7501","1","09","SEA2301278","20","20","10/01/2025","12/10/2024","250","Risk Level 2",""
"200","2010","YAMATO SPORTS CLUB INC","SEAT","","TAE SIK AN","440 S DIXIE HWY","","","CORAL GABLES","FL","33176-2865","(305)665-7020","23","SAKURA GABLES JAPANESE REST","","440 S DIXIE HWY","","","CORAL GABLES","FL","331462201","23","Dade","(305)665-7020","1","27","SEA2301326","20","20","10/01/2025","03/10/2025","75","Risk Level 2",""
"200","2010","3101 CORP","SEAT","","","3101  PONCE DE LEON BLVD","","","CORAL GABLES","FL","33134","305.446.1400","23","CHRISTYS","","3101 PONCE DE LEON BLVD","","","CORAL GABLES","FL","331346816","23","Dade","(305)446-5390","1","16","SEA2313093","20","20","10/01/2025","04/29/2025","204","Risk Level 2",""
"200","2010","92ND STREET HAMBURGERS INC","SEAT","","MCDONALD 5112","PO BOX 432720","","","SOUTH MIAMI","FL","33243","305-817-9072","23","MCDONALD'S RESTAURANT 5112","","9250 NW 7 AVE","","","MIAMI","FL","33150","23","Dade","305-805-7551","1","33","SEA2315734","20","20","10/01/2025","01/13/2025","100","Risk Level 2",""
"200","2010","AAA HIALEAH REST INC","SEAT","","","PO BOX 545887","","","SURFSIDE","FL","33154-5887","(305)887-5556","23","TROPICAL CAFETERIA","","652 EAST 9 ST","","","HIALEAH","FL","330104552","23","Dade","(305)887-5556","1","36","SEA2312196","20","20","10/01/2025","01/27/2025","200","Risk Level 2",""
"200","2010","ALEIDAS CAFETERIA INC","SEAT","","","186 NE 29 ST","","","MIAMI","FL","33137","","23","ENRIQUETAS","","186 NE 29 ST","","","MIAMI","FL","331374419","23","Dade","305 573 4681","1","30","SEA2313921","20","20","10/01/2025","03/03/2025","54","Risk Level 2",""
"200","2010","AMERICAN PUBS IV INC","SEAT","","","732 NE 125 ST ","","","NORTH MIAMI ","FL","33027 ","(305)899-9986","16","BILLY'S PUB TOO","","734 NE 125 ST","","","NORTH MIAMI","FL","331615612","23","Dade","(305)899-9986","1","05","SEA2311568","20","20","10/01/2025","04/21/2025","90","Risk Level 2",""
"200","2010","ARAMARK SERVICES INC","SEAT","","COURTNEY DRAKE","4200 W FLAGLER ST","","","MIAMI","FL","33134","305-442-5313","23","ARAMARK SVC FPL LEJUNE FLAGLER","","4200 W FLAGLER ST","","","MIAMI","FL","331341606","23","Dade","4425316","1","16","SEA2312197","20","20","10/01/2025","04/21/2025","149","Risk Level 2",""
"200","2010","BAL HARBOUR 101 CONDO ASSOC IN","SEAT","","","10155 COLLINS AVE","","","MIAMI BEACH","FL","331541655","(305)868-7616","23","BAL HARBOUR 101 REST","","10155 COLLINS AVE","","","MIAMI BEACH","FL","331541655","23","Dade","(305)868-7616","1","04","SEA2315960","45","20","10/01/2024","02/27/2025","180","Risk Level 2",""
"200","2010","BENIHANA NATIONAL OF FLORIDA C","SEAT","","","21500 BISCAYNE BLVD STE 900","","","AVENTURA","FL","33180","","23","BENIHANA OF TOKYO STEAK HSE","","1665 NE 79 CAUSEWAY","","","NORTH BAY VILLAGE","FL","33141","23","Dade","(305)866-2768","1","04","SEA2312313","20","20","10/01/2025","05/16/2025","210","Risk Level 2",""
"200","2010","BIANCO AND BIANCO RESTAURANT LLC","SEAT","","","19201 COLLINS AVE","","","MIAMI BEACH","FL","331602202","(305)937-7731","23","PIZZA BIANCO","","19201 COLLINS AVE","","","MIAMI BEACH","FL","331602202","23","Dade","(305)937-7731","1","08","SEA2314409","20","20","10/01/2025","03/17/2025","25","Risk Level 1",""
"200","2010","BIG FIVE CLUB INC","SEAT","","BIG FIVE CLUB INC ","600 SW 92 AVE","","","MIAMI","FL","331742283","","23","BIG FIVE CLUB INC","","600 SW 92 AVE","","","MIAMI","FL","331742283","23","Dade","(305)223-2818","1","37","SEA2315547","20","20","10/01/2025","04/02/2025","145","Risk Level 2",""
"200","2010","BURGER KING COMPANY LLC","SEAT","","BUSINESS LICENSES LLC","PO BOX 8000","","","MONSEY","NY","10952"," 845-285-0915","732","BURGER KING 91","","14095 SW 88 ST","","","MIAMI","FL","331864043","23","Dade","(305)279-8997","1","35","SEA2314739","20","20","10/01/2025","11/19/2024","146","Risk Level 1",""
"200","2010","BURGER KING COMPANY LLC","SEAT","","BUSINESS LICENSES LLC","PO BOX 8000","","","MONSEY","NY","10952","","732","BURGER KING 67","","410 W 84 ST","","","HIALEAH","FL","330143615","23","Dade","(305)826-5564","1","32","SEA2312320","20","20","10/01/2025","11/19/2024","90","Risk Level 1",""
"200","2010","BURGER KING COMPANY LLC","SEAT","","BUSINESS LICENSES LLC","PO BOX 8000","","","MONSEY","NY","10952","304-378-7151","732","BURGER KING 2531","","955 SW 107 AVE","","","MIAMI","FL","331742504","23","Dade","","1","37","SEA2315581","20","20","10/01/2025","11/19/2024","149","Risk Level 1",""
