"Board Code","License Type Code","Licensee Name","Rank Code","Modifier Code","Mailing Name","Mailing Street Address","Mailing Address Line 2","Mailing Address Line 3","Mailing City","Mailing State Code","Mailing Zip Code","Primary Phone Number","Mailing County Code","Business Name","Filler","Location Street Address","Location Address Line 2","Location Address Line 3","Location City","Location State Code","Location Zip Code","Location County Code","Location County","Secondary Phone Number","District","Region","License Number","Primary Status Code","Secondary Status Code","License Expiry Date","Last Inspection Date","Number of Seats or Rental Units","Base Risk Level","Secondary Risk Level"
"200","2010","BAY COLONY COMMUNITY ASSN INC","SEAT","","","8553 BAY COLONY DR","","","NAPLES","FL","34108","239-597-4888","21","BAY COLONY BEACH CLUB MAIN","","8553 BAY COLONY DR","","","NAPLES","FL","34108","21","Collier","239.597.3777","7","21","SEA2101743","20","20","12/01/2025","05/29/2025","154","Risk Level 2",""
"200","2010","BBST VILLAGE INC & BAYSIDE R COR","SEAT","","GENERAL MANAGER","4270 GULFSHORE BLVD N","","","NAPLES","FL","34103-2208","(239) 649-5552","21","BAYSIDE SEAFOOD CAFE - DOWNSTAIRS KITCHEN","","4270 GULFSHORE BLVD N","","","NAPLES","FL","34103-2208","21","Collier","239-649-5552","7","22","SEA2101698","20","20","12/01/2025","04/22/2025","65","Risk Level 2",""
"200","2010","BEAR'S PAW COUNTRY CLUB INC","SEAT","","","2500 GOLDEN GATE PKWY","","","NAPLES","FL","34105","239-263-3007","21","BEAR'S PAW COUNTRY CLUB","","2500 GOLDEN GATE PKWY","","","NAPLES","FL","34105","21","Collier","239-263-3000","7","22","SEA2100769","20","20","12/01/2025","04/03/2025","445","Risk Level 2",""
"200","2010","BKD ENTERPRISES INCORPORATED","SEAT","","","2395 TAMIAMI TRL 206","","","PORT CHARLOTTE","FL","33952","941-627-9200","18","HUNGRY HOWIES","","2395 TAMIAMI TRL 16","","","PORT CHARLOTTE","FL","33952","18","Charlotte","941-627-9200","7","12","SEA1800671","20","20","12/01/2025","02/13/2025","38","Risk Level 2",""
"200","2010","BOCA GRANDE HOMEOWNERS ASSOC","SEAT","","BOCA GRANDE HOMEOWNERS ASSOC ","P O BOX 1070","","","BOCA GRANDE","FL","339210671","","18","BOCA GRANDE BEACH CLUB HOUSE","","5000 GASPARILLA RD","","","BOCA GRANDE","FL","339219999","18","Charlotte","(941)964-2211","7","09","SEA1800478","20","20","12/01/2025","04/11/2025","160","Risk Level 2",""
"200","2010","BOCA GRANDE HOMEOWNRS ASSN INC","NOST","","BOCA GRANDE CLUB ","PO BOX 1070","","","BOCA GRANDE","FL","33921","","18","CENTER COURT CAFE & DELI","","5000 GASPARILLA RD","","","BOCA GRANDE","FL","33921","18","Charlotte","9642211","7","09","NOS1801585","20","20","12/01/2025","04/11/2025","0","Risk Level 2",""
"200","2010","BRINKER FLORIDA INC #243","SEAT","","ATTN: LEGAL DEPT","3000 OLYMPUS BLVD","","","DALLAS","TX","75019","","744","CHILI'S SOUTHWEST GRILL & BAR","","1471 TAMIAMI TRL","","","PORT CHARLOTTE","FL","339481069","18","Charlotte","(941)255-0058","7","09","SEA1801147","20","20","12/01/2025","03/06/2025","220","Risk Level 2",""
"200","2010","CALIFORNIA PIZZA KITCHEN INC","SEAT","","LIQUOR LICENSE.COM C/O CPK","575 ANTON BLVD.","SUITE 100","","COSTA MESA","CA","92626","","705","CALIFORNIA PIZZA KITCHEN","","5555 N TAMIAMI TRL","","","NAPLES","FL","34108","21","Collier","239-566-1900","7","21","SEA2101909","20","20","12/01/2025","02/12/2025","180","Risk Level 2",""
"200","2010","CAPPRICCIO'S OF NAPLES INC","SEAT","","","4984  RUSTIC OAKS CIRCLE","","","NAPLES","FL","34105","239-404-2827","21","CAPRICCIO'S OF NAPLES","","2344 PINE RIDGE RD","","","NAPLES","FL","34109","21","Collier","239-263-6646","7","22","SEA2101982","20","20","12/01/2025","04/17/2025","156","Risk Level 2",""
"200","2010","CHARLOTTE HARBOR YACHT CLB INC","SEAT","","","4400 LISTER ST","","","PORT CHARLOTTE","FL","33952","(941)629-5131","18","CHARLOTTE HARBOR YACHT CLUB","","4400 LISTER ST","","","PORT CHARLOTTE","FL","339529761","18","Charlotte","(941)629-5131","7","12","SEA1800328","20","20","12/01/2025","02/13/2025","314","Risk Level 2",""
"200","2010","CHARLOTTE TREASURE LANES INC","SEAT","","","1059 TAMIAMI TRL","","","PORT CHARLOTTE","FL","339533805","(941)625-3930","18","CHARLOTTE TREASURE LANES","","1059 TAMIAMI TRL","","","PORT CHARLOTTE","FL","339533805","18","Charlotte","(941)625-3930","7","09","SEA1801167","20","20","12/01/2025","02/13/2025","91","Risk Level 2",""
"200","2010","CHECKERS DRIVE-IN RESTAURANTS INC","SEAT","","CHECKERS DRIVE IN REST INC ","4300 W CYPRESS ST STE 600","","","TAMPA","FL","33607","","18","CHECKERS DRIVE IN REST # 179","","1793 TAMIAMI TRL 179-C","","","MURDOCK","FL","33948","18","Charlotte","(941)255-0768","7","09","SEA1801157","20","20","12/01/2025","11/19/2024","56","Risk Level 1",""
"200","2010","CLUB AT BAREFOOT BEACH INC","SEAT","","","105 SHELL DR","","","BONITA SPRINGS","FL","34134","","46","CLUB AT BAREFOOT BEACH","","105 SHELL DR","","","BONITA SPRINGS","FL","34134","21","Collier","239 992 0024","7","20","SEA2101854","20","20","12/01/2025","02/20/2025","330","Risk Level 2",""
"200","2010","COLLIER RESERVE GOLF CLUB","NOST","","Michelle Kehl","11711 COLLIERS RESERVE DR","","","NAPLES","FL","34110","2392542851","21","COLLIER RESERVE G C TURNAROUND","","11711 COLLIERS RESERVE DR","","","NAPLES","FL","34110","21","Collier","239 597 7200","7","21","NOS2101950","20","20","12/01/2025","05/12/2025","0","Risk Level 1",""
"200","2010","COLLIERS RESERVE CC INC","SEAT","","","11711 COLLIERS RESERVE DR","","","NAPLES","FL","34110","(941)597-7200","21","COLLIERS RESERVE CLUBHOUSE","","11711 COLLIERS RESERVE DR","","","NAPLES","FL","34110","21","Collier","(941)597-7200","7","21","SEA2102035","20","20","12/01/2025","04/15/2025","220","Risk Level 2",""
"200","2010","COUNTRY CLB NAPLES INC","SEAT","","","185 BURNING TREE DR","","","NAPLES","FL","34105","","21","COUNTRY CLUB DINING ROOM","","185 BURNING TREE DR","","","NAPLES","FL","34105","21","Collier","239-261-1032","7","22","SEA2100106","20","20","12/01/2025","03/27/2025","196","Risk Level 2",""
"200","2010","COUNTRYSIDE MASTER ASSOC INC","SEAT","","","600 COUNTRYSIDE DR","","","NAPLES","FL","34104-6711","239-353-1780","21","COUNTRYSIDE CO CL REST","","600 COUNTRYSIDE DR","","","NAPLES","FL","34104-6711","21","Collier","239-353-1780","7","23","SEA2101177","20","20","12/01/2025","05/21/2025","280","Risk Level 1",""
"200","2010","CRACKER BARREL OLD COUNTRY STORE INC","SEAT","","ATTN LEGAL DEPT. ","305 HARTMANN DR","","","LEBANON","TN","37087","","743","CRACKER BARREL #117","","3845 TOLLGATE BLVD","","","NAPLES","FL","34114","21","Collier","239 455 6588","7","24","SEA2101681","20","20","12/01/2025","01/14/2025","212","Risk Level 2",""
"200","2010","CRACKER BARREL OLD COUNTRY STORE INC","SEAT","","ATTN LEGAL DEPT. ","305 HARTMANN DR","ATTN: HEALTH PERMIT","","LEBANON","TN","37087","","743","CRACKER BARREL #225","","800 KINGS HWY","","","PORT CHARLOTTE","FL","33980","18","Charlotte","941 624 4994","7","12","SEA1801335","20","20","12/01/2025","03/14/2025","206","Risk Level 2",""
"200","2010","CRAZY FLAMINGO INC","SEAT","","","1035 N COLLIER BLVD #313","","","MARCO ISLAND","FL","34145","(239)642-9600","21","CRAZY FLAMINGO","","1035 N COLLIER BLVD #313","","","MARCO ISLAND","FL","34145","21","Collier","(239)642-9600","7","24","SEA2101441","20","20","12/01/2025","12/03/2024","79","Risk Level 2",""
"200","2010","EAGLE CREEK GOLF & COUNTRY CLUB INC","SEAT","","EAGLE CREEK ","11 CYPRESS VIEW DR","","","NAPLES","FL","34113","","21","CRYSTAL LAKE CAFE","","655 EAGLE CREEK DR","","","NAPLES","FL","34113","21","Collier","(239)793-0500","7","24","SEA2101076","20","20","12/01/2025","04/16/2025","42","Risk Level 2",""
"200","2010","EAGLE CREEK GOLF & COUNTRY CLUB INC","SEAT","","EAGLE CREEK GOLF & COUNTRY CLUB","11 CYPRESS VIEW DR","","","NAPLES","FL","34113","","21","ECGC THE TERN","","1 EAGLE CREEK DR","","","NAPLES","FL","34113","21","Collier","239-793-0500","7","24","SEA2101133","20","20","12/01/2025","11/19/2024","4","Risk Level 1",""
"200","2010","EAGLE CREEK GOLF & COUNTRY CLUB INC","SEAT","","EAGLE CREEK","11 CYPRESS VIEW DR","","","NAPLES","FL","34113","(239) 793-0500","21","EAGLE CREEK G&CC MAIN DINNING","","11 CYPRESS VIEW DR","","","NAPLES","FL","34113","21","Collier","(239)793-0500","7","24","SEA2101007","20","20","12/01/2025","04/16/2025","222","Risk Level 2",""
"200","2010","EL TAPATIO RESTAURANTE INC","SEAT","","","11157 E TAMIAMI TRL","","","NAPLES","FL","34113-7753","(239)793-1211","21","EL TAPATIO RESTAURANTE","","11157 E TAMIAMI TRL","","","NAPLES","FL","34113","21","Collier","(239)793-1211","7","24","SEA2101340","20","20","12/01/2025","01/24/2025","45","Risk Level 2",""
"200","2010","EL-JOBEAN HISTORICAL PROPERTIE","SEAT","","","4370 GARDEN RD","","","PT CHARLOTTE","FL","33953","7661117","18","EL-JOBEAN HISTORICAL PROPERTIE","","4370 GARDEN RD","","","PT CHARLOTTE","FL","33953","18","Charlotte","7661117","7","09","SEA1801550","20","20","12/01/2025","04/16/2025","14","Risk Level 2",""
"200","2010","ENGLEWOOD PIZZA INC","NOST","","","4112 BEE RIOGE ROAD","","","SARASOTA","FL","34233","(941)475-8384","68","HUNGRY HOWIE'S","","1720 S MCCALL RD #1","","","ENGLEWOOD","FL","342234800","18","Charlotte","(941)475-8384","7","08","NOS1801209","20","20","12/01/2025","11/19/2024","0","Risk Level 1",""
"200","2010","FILAMENA ENTERPRISES","SEAT","","","900 S BROAD AVE","","","NAPLES","FL","34102","(941)261-7161","21","COVE INN COFFEE SHOPPEE","","900 S BROAD AVE","","","NAPLES","FL","34102","21","Collier","239-262-1800","7","23","SEA2100416","20","20","12/01/2025","05/21/2025","42","Risk Level 2",""
"200","2010","FOXFIRE COMM ASSOC COLLIER INC","SEAT","","","1030 KINGS WAY","","","NAPLES","FL","34104","239-643-3139","21","FOXFIRE RESTAURANT","","1030 KINGS WAY","","","NAPLES","FL","34104","21","Collier","(239)643-3139","7","23","SEA2101002","20","20","12/01/2025","04/28/2025","370","Risk Level 2",""
"200","2010","FURMANS INC","SEAT","","FURMANS INC ","1663 MOUND ST","","","SARASOTA","FL","34236","","68","BURGER KING #9810","","19000 MURDOCK CIR","","","PORT CHARLOTTE","FL","33948","18","Charlotte","(941)766-7234","7","09","SEA1801406","20","20","12/01/2025","02/17/2025","78","Risk Level 2",""
"200","2010","FURMANS INC","SEAT","","FURMANS INC ","1663 MOUND ST","","","SARASOTA","FL","342367715","","18","BURGER KING #4893","","26500 N JONES LOOP RD","","","PUNTA GORDA","FL","339504708","18","Charlotte","(941)637-4605","7","12","SEA1800707","20","20","12/01/2025","04/16/2025","87","Risk Level 2",""
"200","2010","GATHERING @ GOLDEN GATE LLC (","SEAT","","","12035 COLLIER BLVD","","","NAPLES","FL","34116","(239)455-4242","21","MELS DINER","","12035 COLLIER BLVD","","","NAPLES","FL","34116","21","Collier","(239)455-4242","7","22","SEA2100774","20","20","12/01/2025","01/28/2025","152","Risk Level 2",""
"200","2010","GIOVANNI OF NAPLES RISTOR ITAL","SEAT","","","5975 PINE RIDGE RD","","","NAPLES","FL","34119","(239)353-9440","21","GIOVANNI","","5975 PINE RIDGE RD","","","NAPLES","FL","34119","21","Collier","(239)353-9440","7","21","SEA2102011","20","20","12/01/2025","05/05/2025","161","Risk Level 2",""
"200","2010","GLADES GOLF AND COUNTRY CLUB INC","SEAT","","","174 TERYL RD","","","NAPLES","FL","34112","2397746899","21","19TH HOLE GLADES C C","","174 TERYL RD","","","NAPLES","FL","34112","21","Collier","239-775-5501","7","24","SEA2101545","20","20","12/01/2025","02/04/2025","180","Risk Level 2",""
"200","2010","GOOD TIMES INC","SEAT","","GOOD TIMES DINER","325 AIRPORT RD","","","NAPLES","FL","34104","(941)434-8772","21","GOOD TIMES DINER","","325 AIRPORT RD","","","NAPLES","FL","34104","21","Collier","(239)434-8772","7","23","SEA2101230","20","20","12/01/2025","04/07/2025","52","Risk Level 2",""
"200","2010","GOODBREAKFASTS INC","SEAT",""," ","3411 BONITA BEACH RD #304","","","BONITA SPRINGS","FL","34134","239-319-5583","46","SKILLETS","","5461 N AIRPORT RD","","","NAPLES","FL","34109","21","Collier","239.566.1999","7","22","SEA2102056","20","20","12/01/2025","03/18/2025","105","Risk Level 2",""
"200","2010","GOURMET OF NAPLES INC","SEAT","","","4077 TAMIAMI TRL N #A101","","","NAPLES","FL","34103","(941)434-8868","21","ALEXANDER'S","","4077 N TAMIAMI TRL","","","NAPLES","FL","34103","21","Collier","239-262-4999","7","22","SEA2101941","20","20","12/01/2025","03/28/2025","150","Risk Level 2",""
"200","2010","GREY OAKS COUNTRY CLUB INC","SEAT","","","2400 N GREY OAKS DR","","","NAPLES","FL","34105","(239)262-2600","21","GREY OAKS COUNTRY CLUB","","2400 GREY OAKS DR","","","NAPLES","FL","34105","21","Collier","(239)262-2600","7","22","SEA2101860","20","20","12/01/2025","03/21/2025","450","Risk Level 2",""
"200","2010","GRIFFIN JOAN M","SEAT","","","PO BOX 383","","","EVERGLADES CITY","FL","34139","9549371072","21","JOANIE'S BLUE CRAB CAFE","","39395 TAMIAMI TRAIL E","","","OCHOPEE","FL","34141","21","Collier","239.695.4271","7","24","SEA2102041","20","20","12/01/2025","05/08/2025","86","Risk Level 2",""
"200","2010","GULF COAST GROUPER & CHIPS","SEAT","","","338 9 ST N","","","NAPLES","FL","34102","(941)643-4577","21","GROUPER & CHIPS","","338 N 9 ST","","","NAPLES","FL","34102","21","Collier","(239) 643-4577","7","23","SEA2101949","20","20","12/01/2025","11/19/2024","36","Risk Level 2",""
"200","2010","HIDEAWAY BEACH ASSOCIATION INC","SEAT","","","250 S BEACH DR","","","MARCO ISLAND","FL","34145","","21","HIDEAWAY BEACH SAND BAR","","250 S BEACH DR","","","MARCO ISLAND","FL","34145","21","Collier","239.394.5555","7","24","SEA2101212","20","20","12/01/2025","04/17/2025","109","Risk Level 2",""
"200","2010","HIDEAWAY BEACH ASSOCIATION INC","SEAT","","HIDEAWAY BEACH","250 SOUTH BEACH DRIVE","","","MARCO ISLAND","FL","34145","","21","HIDEAWAY BEACH GRILL","","250 SOUTH BEACH DRIVE","","","MARCO ISLAND","FL","34145","21","Collier","(239)394-5555","7","24","SEA2101695","20","20","12/01/2025","04/17/2025","140","Risk Level 2",""
"200","2010","HIDEAWAY BEACH CLUB ASSN INC","SEAT","","","250 S BEACH DR","","","MARCO ISLAND","FL","34145","(239)394-5555","21","HIDEAWAY BEACH CLUB","","250 S BEACH DR","","","MARCO ISLAND","FL","34145","21","Collier","(239)394-5555","7","24","SEA2100968","20","20","12/01/2025","04/17/2025","205","Risk Level 2",""
"200","2010","HMC BN LTD PARTNERSGIP","SEAT","","ATTN: DIRECTOR OF FINANCE","280 VANDERBILT BEACH ROAD","","","NAPLES","FL","34108","","21","RITZ CARLTON-EMPLOYEE DINING","","280 VANDERBILT BCH RD","","","NAPLES","FL","34108","21","Collier","(941)598-3300","7","21","SEA2101668","20","20","12/01/2025","01/24/2025","68","Risk Level 1",""
"200","2010","HOLE IN WALL GOLF CLUB","SEAT","","HOLE IN WALL GOLF CLUB","3600 GOODLETTE RD N","","","NAPLES","FL","34103","","21","HOLE IN THE WALL","","3600 GOODLETTE RD N","","","NAPLES","FL","34103","21","Collier","239.261.1261","7","22","SEA2100042","20","20","12/01/2025","03/28/2025","86","Risk Level 2",""
"200","2010","HOOTER'S OF PT CHARLOTTE INC","SEAT","","","2035 COLONIAL BLVD","","","FORT MYERS","FL","33907","2392756339","46","HOOTER'S OF PT CHARLOTTE","","1360 TAMIAMI TRL","","","PORT CHARLOTTE","FL","33948","18","Charlotte","6250200","7","09","SEA1801591","20","20","12/01/2025","02/10/2025","201","Risk Level 2",""
"200","2010","HOWELL KARAS ENT INC","NOST","","","6030 WESTBOURGH DR 832-0001","","","NAPLES","FL","34112","","21","LITTLE CAESERS FRANCHISE","","4911 RATTLESNAKE HAMM RD","","","NAPLES","FL","34112","21","Collier","(941)793-1300","7","24","NOS2101217","20","20","12/01/2025","11/19/2024","0","Risk Level 1",""
"200","2010","ISLAND ENDEAVORS INC","SEAT","","TAMMY KELLERMANN","4685  BONITA BEACH ROAD","","","BONITA SPRINGS","FL","34134","239-357-0573","21","FISH HOUSE REST (THE)","","4685 BONITA BCH RD","","","BONITA SPRINGS","FL","34134","21","Collier","(239)495-5770","7","20","SEA2102017","20","20","12/01/2025","03/06/2025","152","Risk Level 2",""
"200","2010","ISLAND HARBOR BEACH CLUB LTD","SEAT","","","7092 PLACIDA RD","","","CAPE HAZE","FL","339462501","(941)697-0566","18","RUM BAY RESTAURANT","","7092 PLACIDA RD","","","CAPE HAZE","FL","339462501","18","Charlotte","(941)697-0566","7","09","SEA1800869","20","20","12/01/2025","03/07/2025","120","Risk Level 2",""
"200","2010","JANDON OF COLLIER INC","SEAT","","","5422 RATTLESNAKE HAMMOCK RD","","","NAPLES","FL","34113","239-774-4285","21","DI JULIO'S","","5422 RATTLESNAKE HAMM RD","","","NAPLES","FL","34112","21","Collier","239-774-4285","7","24","SEA2100575","20","20","12/01/2025","02/28/2025","200","Risk Level 2",""
"200","2010","JOEY D'S ITALIAN RESTAURANT INC.","SEAT","","","9047 THE LANE","","","NAPLES","FL","34109","2394386187","21","JOEY D'S ITALIAN RESTAURANT","","2356 IMMOKALEE RD","","","NAPLES","FL","341101445","21","Collier","(239)597-8545","7","21","SEA2101744","20","20","12/01/2025","02/24/2025","153","Risk Level 2",""
"200","2010","K CORP INC","SEAT","","P B & G FOODS INC ","13180 N CLEVELAND AVE STE 111","","","FORT MYERS","FL","339036230","","21","KENTUCKY FRIED CHICKEN","","12225 COLLIER BLVD","","","NAPLES","FL","34116","21","Collier","(239)455-1883","7","22","SEA2100908","20","20","12/01/2025","01/28/2025","48","Risk Level 2",""
"200","2010","KENSINGTON GOLF & COUNTRY CLUB INC","SEAT","","KENSINGTON GOLF & C C ","2700 PINE RIDGE RD","","","NAPLES","FL","34109-5994","239-649-4440","21","KENSINGTON GOLF & CC MAIN KITCHEN","","5350 KENSINGTON PARK BLVD","","","NAPLES","FL","34105","21","Collier","239-639-4440","7","22","SEA2102030","20","20","12/01/2025","05/19/2025","320","Risk Level 1",""
"200","2010","KRETCH'S INC","SEAT","","","527 BALD EAGLE DR","","","MARCO ISLAND","FL","339372700","(941)394-3433","21","KRETCH'S RESTAURANT","","527 BALD EAGLE DR","","","MARCO ISLAND","FL","34145","21","Collier","(239)394-3433","7","24","SEA2101188","20","20","12/01/2025","04/22/2025","165","Risk Level 2",""
"200","2010","LAOTHAVEE INC","SEAT","","","4200 TAMIAMI TRL #21&22","","","PORT CHARLOTTE","FL","339529233","(941)629-1766","18","ICHIBAN JAPANESE STEAK HOUSE","","4200 TAMIAMI TRL #21&22","","","PORT CHARLOTTE","FL","339529233","18","Charlotte","(941)629-1766","7","12","SEA1801119","20","20","12/01/2025","01/09/2025","70","Risk Level 2",""
"200","2010","LEMON BAY GOLF CLUB INC","SEAT","","","9600 EAGLE PRESERVE DR","","","ENGLEWOOD","FL","34224","(941)697-4190","18","LEMON BAY GOLF CLUB","","9600 EAGLE PRESERVE DR","","","ENGLEWOOD","FL","342249172","18","Charlotte","(941)697-4190","7","09","SEA1801124","20","20","12/01/2025","04/30/2025","90","Risk Level 2",""
"200","2010","LICKITY SPLIT CAFE INC","SEAT","","LICKITY SPLIT CAFE INC ","2828 S MCCALL RD","","","ENGLEWOOD","FL","34224","","18","LICKITY SPLIT CAFE","","2828 S MCCALL RD UNIT 6","","","ENGLEWOOD","FL","34224","18","Charlotte","(941)474-2185","7","09","SEA1801408","20","20","12/01/2025","02/12/2025","69","Risk Level 2",""
"200","2010","LONGSHORE LAKE FON INC","SEAT","","","11399 PHOENIX WAY ","","","NAPLES","FL","34119","","21","CLUB AT LONGSHORE LAKE REST","","11399 PHOENIX WAY","","","NAPLES","FL","34119","21","Collier","239 566 2402","7","21","SEA2101552","20","20","12/01/2025","04/24/2025","270","Risk Level 2",""
"200","2010","LUIGI'S INC","SEAT","","","2331 E TAMIAMI TRL","","","NAPLES","FL","34112","(239)775-6669","21","LUIGI'S PIZZERIA","","2331 E TAMIAMI TRL","","","NAPLES","FL","34112","21","Collier","(239)775-6669","7","24","SEA2100442","20","20","12/01/2025","12/19/2024","38","Risk Level 2",""
"200","2010","MAPLE LEAF CC RESTAURANT INC","SEAT","","","2100 KINGS HWY","","","PORT CHARLOTTE","FL","339804258","(941)625-3130","18","MAPLE LEAF SANDBAR","","2100 KINGS HWY","","","PORT CHARLOTTE","FL","339804258","18","Charlotte","(941)764-0060","7","12","SEA1801112","20","20","12/01/2025","01/21/2025","120","Risk Level 2",""
"200","2010","MAPLE LEAF CC RESTAURANT INC","SEAT","","","2100 KINGS HWY","","","PT CHARLOTTE","FL","339804258","(941)625-3130","18","MAPLE LEAF CC RESTAURANT","","2100 KINGS HWY","","","PT CHARLOTTE","FL","339804258","18","Charlotte","(941)764-0060","7","12","SEA1801115","20","20","12/01/2025","01/21/2025","250","Risk Level 2",""
"200","2010","MARCO BEACH HOTEL INCORPORATED","SEAT","","","5500 NEW ALBANY RD SUITE 200","","","NEW ALBANY","OH","43054","614-289-5800","736","DECK AT 560","","560 S. COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","239-394-5000","7","24","SEA2101030","20","20","12/01/2025","05/12/2025","377","Risk Level 2",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","239-642-2628","21","KORALS","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","(239)394-2511","7","24","SEA2101543","20","20","12/01/2025","04/25/2025","119","Risk Level 2",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","239-642-2628","21","MAIA","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","239-394-2511","7","24","SEA2100186","20","20","12/01/2025","04/25/2025","320","Risk Level 2",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","239.394.2511","21","ARIO-BUTCHER SHOP-GARDE MANGER","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","239.394.2511","7","24","SEA2100185","20","20","12/01/2025","04/25/2025","200","Risk Level 2",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","ATTN: COHEN MEDWINTER","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","239-642-2633","21","MARRIOTT TIKI BAR","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","(941)394-2511","7","24","SEA2100986","20","20","12/01/2025","04/29/2025","30","Risk Level 2",""
"200","2010","MARRIOTT HOTEL SERVICES LLC","SEAT","","Director of Finance","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","239-642-2629","21","QUINNS","","400 S COLLIER BLVD","","","MARCO ISLAND","FL","34145","21","Collier","239.394.2511","7","24","SEA2100187","20","20","12/01/2025","04/25/2025","360","Risk Level 2",""
